sid,season,name,subbasin,nature,valid_time,lat,lon,dist2land_km,landfall_km,storm_speed_kt,storm_dir_deg,imd_wind_kt,imd_pres_hpa,imd_ci,jtwc_wind_1min_kt,jtwc_wind_kt,jtwc_pres_hpa,vmax_kt,pmin_hpa,label_agency,label_spread_kt,basin,imd_category,storm_motion_u_kt,storm_motion_v_kt,trend_12h_kt,vmax_plus_12h_kt,dv_12h_kt,vmax_plus_24h_kt,dv_24h_kt,vmax_plus_48h_kt,dv_48h_kt,ri_24h,reintensify_land,regime,featured_slug,is_featured
2010305N06105,2010,Jal,BB,TS,2010-11-07 15:00:00,13.0,80.6,43,0.0,11.0,280.0,30.0,998.0,2.0,38.0,35.34,995.0,30.0,998.0,IMD,5.340000000000003,bay_of_bengal,DD,-10.832885283134289,1.9101299543362296,-25.0,25.0,-5.0,,,,,,,post_landfall_remnant,,False
2010305N06105,2010,Jal,BB,TS,2010-11-07 18:00:00,13.1,80.0,0,0.0,12.0,295.0,30.0,1000.0,0.0,35.0,32.550000000000004,996.0,30.0,1000.0,IMD,2.5500000000000043,land,DD,-10.875693444439795,5.071419140888395,-15.0,,,,,,,,,over_land,,False
2010305N06105,2010,Jal,BB,TS,2010-11-07 21:00:00,13.5,79.5,0,0.0,16.0,315.0,28.0,1001.0,,33.0,30.69,998.0,28.0,1001.0,IMD,2.6900000000000013,land,DD,-11.313708498984765,11.313708498984758,-12.0,,,,,,,,,over_land,,False
2010305N06105,2010,Jal,BB,TS,2010-11-08 00:00:00,14.2,78.9,0,0.0,20.0,315.0,25.0,1002.0,0.0,30.0,27.9,1000.0,25.0,1002.0,IMD,2.900000000000002,land,D,-14.142135623730956,14.142135623730947,-5.0,,,,,,,,,over_land,,False
2010305N06105,2010,Jal,AS,TS,2010-11-08 03:00:00,15.0,78.0,0,,23.0,310.0,25.0,1004.0,0.0,,,,25.0,1004.0,IMD,,land,D,-17.619022191736498,14.784115022790402,-5.0,,,,,,,,,over_land,,False
2011360N09088,2011,Thane,BB,TS,2011-12-25 12:00:00,8.9,88.4,741,732.0,4.0,345.0,25.0,1000.0,1.5,30.0,27.9,1001.0,25.0,1000.0,IMD,2.900000000000002,bay_of_bengal,D,-1.0352761804100827,3.863703305156273,0.0,30.0,5.0,30.0,5.0,40.0,15.0,0.0,0.0,sheared,,False
2011360N09088,2011,Thane,BB,TS,2011-12-25 15:00:00,9.1,88.3,735,735.0,5.0,340.0,25.0,1000.0,,30.0,27.9,1001.0,25.0,1000.0,IMD,2.900000000000002,bay_of_bengal,D,-1.710100716628343,4.698463103929543,0.0,30.0,5.0,33.0,8.0,45.0,20.0,0.0,0.0,sheared,,False
2011360N09088,2011,Thane,BB,TS,2011-12-25 18:00:00,9.3,88.3,740,725.0,6.0,335.0,25.0,1000.0,1.5,30.0,27.9,1000.0,25.0,1000.0,IMD,2.900000000000002,bay_of_bengal,D,-2.535709570444195,5.4378467222199,0.0,30.0,5.0,35.0,10.0,45.0,20.0,0.0,0.0,sheared,,False
2011360N09088,2011,Thane,BB,TS,2011-12-25 21:00:00,9.6,88.1,728,721.0,6.0,335.0,28.0,999.0,,30.0,27.9,1000.0,28.0,999.0,IMD,0.0999999999999978,bay_of_bengal,DD,-2.535709570444195,5.4378467222199,0.0,30.0,2.0,35.0,7.0,45.0,17.0,0.0,0.0,sheared,,False
2011360N09088,2011,Thane,BB,TS,2011-12-26 00:00:00,9.8,88.0,725,725.0,4.0,340.0,30.0,998.0,2.0,30.0,27.9,1000.0,30.0,998.0,IMD,2.099999999999998,bay_of_bengal,DD,-1.3680805733026744,3.7587704831436337,5.0,30.0,0.0,40.0,10.0,45.0,15.0,0.0,0.0,sheared,,False
2011360N09088,2011,Thane,BB,TS,2011-12-26 03:00:00,9.9,88.0,728,728.0,5.0,355.0,30.0,998.0,2.0,35.0,32.550000000000004,997.0,30.0,998.0,IMD,2.5500000000000043,bay_of_bengal,DD,-0.4357787137382916,4.980973490458728,5.0,33.0,3.0,40.0,10.0,45.0,15.0,0.0,0.0,sheared,,False
2011360N09088,2011,Thane,BB,TS,2011-12-26 06:00:00,10.3,88.0,745,735.0,7.0,355.0,30.0,998.0,2.0,40.0,37.2,993.0,30.0,998.0,IMD,7.200000000000003,bay_of_bengal,DD,-0.6100901992336082,6.973362886642219,5.0,35.0,5.0,40.0,10.0,45.0,15.0,0.0,0.0,sheared,,False
2011360N09088,2011,Thane,BB,TS,2011-12-26 09:00:00,10.6,87.9,749,749.0,6.0,350.0,30.0,998.0,,45.0,41.85,989.0,30.0,998.0,IMD,11.85,bay_of_bengal,DD,-1.0418890660015825,5.908846518073248,2.0,35.0,5.0,40.0,10.0,55.0,25.0,0.0,0.0,sheared,,False
2011360N09088,2011,Thane,BB,TS,2011-12-26 12:00:00,10.8,87.9,764,754.0,5.0,345.0,30.0,998.0,2.0,50.0,46.5,985.0,30.0,998.0,IMD,16.5,bay_of_bengal,DD,-1.2940952255126037,4.8296291314453415,0.0,40.0,10.0,40.0,10.0,65.0,35.0,0.0,0.0,sheared,,False
2011360N09088,2011,Thane,BB,TS,2011-12-26 15:00:00,11.1,87.8,763,754.0,5.0,335.0,33.0,997.0,,50.0,46.5,985.0,33.0,997.0,IMD,13.5,bay_of_bengal,DD,-2.113091308703496,4.53153893518325,3.0,40.0,7.0,45.0,12.0,65.0,32.0,0.0,0.0,sheared,,False
2011360N09088,2011,Thane,BB,TS,2011-12-26 18:00:00,11.3,87.7,763,753.0,3.0,325.0,35.0,996.0,2.5,50.0,46.5,985.0,35.0,996.0,IMD,11.5,bay_of_bengal,CS,-1.7207293090531397,2.457456132866975,5.0,40.0,5.0,45.0,10.0,65.0,30.0,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-26 21:00:00,11.4,87.6,758,758.0,4.0,340.0,35.0,996.0,2.5,50.0,46.5,985.0,35.0,996.0,IMD,11.5,bay_of_bengal,CS,-1.3680805733026744,3.7587704831436337,5.0,40.0,5.0,45.0,10.0,65.0,30.0,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-27 00:00:00,11.7,87.5,763,737.0,7.0,330.0,40.0,994.0,2.5,50.0,46.5,985.0,40.0,994.0,IMD,6.5,bay_of_bengal,CS,-3.500000000000003,6.062177826491069,10.0,40.0,0.0,45.0,5.0,70.0,30.0,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-27 03:00:00,12.0,87.2,737,729.0,5.0,310.0,40.0,994.0,2.5,50.0,46.5,985.0,40.0,994.0,IMD,6.5,bay_of_bengal,CS,-3.8302222155948895,3.2139380484326963,7.0,45.0,5.0,45.0,5.0,75.0,35.0,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-27 06:00:00,12.1,87.1,721,691.0,4.0,300.0,40.0,994.0,2.5,50.0,46.5,985.0,40.0,994.0,IMD,6.5,bay_of_bengal,CS,-3.4641016151377544,2.0000000000000004,5.0,45.0,5.0,45.0,5.0,75.0,35.0,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-27 09:00:00,12.2,86.8,691,659.0,6.0,305.0,40.0,992.0,2.5,53.0,49.29,984.0,40.0,992.0,IMD,9.29,bay_of_bengal,CS,-4.914912265733951,3.4414586181062763,5.0,45.0,5.0,55.0,15.0,75.0,35.0,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-27 12:00:00,12.4,86.6,659,644.0,5.0,290.0,40.0,992.0,2.5,55.0,51.150000000000006,982.0,40.0,992.0,IMD,11.150000000000006,bay_of_bengal,CS,-4.698463103929542,1.7101007166283448,0.0,45.0,5.0,65.0,25.0,75.0,35.0,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-27 15:00:00,12.4,86.4,644,624.0,6.0,260.0,45.0,992.0,3.0,58.0,53.940000000000005,980.0,45.0,992.0,IMD,8.940000000000005,bay_of_bengal,CS,-5.908846518073248,-1.041889066001582,5.0,45.0,0.0,65.0,20.0,75.0,30.0,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-27 18:00:00,12.3,86.0,624,607.0,6.0,255.0,45.0,992.0,3.0,60.0,55.8,978.0,45.0,992.0,IMD,10.800000000000004,bay_of_bengal,CS,-5.79555495773441,-1.5529142706151238,5.0,45.0,0.0,65.0,20.0,75.0,30.0,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-27 21:00:00,12.2,85.8,609,566.0,5.0,260.0,45.0,992.0,3.0,63.0,58.59,976.0,45.0,992.0,IMD,13.590000000000003,bay_of_bengal,CS,-4.92403876506104,-0.8682408883346516,5.0,55.0,10.0,65.0,20.0,75.0,30.0,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-28 00:00:00,12.2,85.4,566,555.0,5.0,265.0,45.0,992.0,3.0,65.0,60.45,974.0,45.0,992.0,IMD,15.450000000000005,bay_of_bengal,CS,-4.980973490458728,-0.4357787137382912,5.0,65.0,20.0,70.0,25.0,75.0,30.0,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-28 03:00:00,12.2,85.2,544,511.0,5.0,275.0,45.0,987.0,3.0,68.0,63.24,972.0,45.0,987.0,IMD,18.24,bay_of_bengal,CS,-4.980973490458728,0.4357787137382894,0.0,65.0,20.0,75.0,30.0,55.0,10.0,1.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-28 06:00:00,12.3,84.9,511,489.0,5.0,280.0,45.0,988.0,3.0,70.0,65.10000000000001,970.0,45.0,988.0,IMD,20.10000000000001,bay_of_bengal,CS,-4.924038765061041,0.8682408883346499,0.0,65.0,20.0,75.0,30.0,30.0,-15.0,1.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-28 09:00:00,12.3,84.7,489,456.0,5.0,280.0,55.0,986.0,3.5,73.0,67.89,969.0,55.0,986.0,IMD,12.89,bay_of_bengal,SCS,-4.924038765061041,0.8682408883346499,10.0,65.0,10.0,75.0,20.0,28.0,-27.0,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-28 12:00:00,12.4,84.4,456,413.0,8.0,270.0,65.0,982.0,4.0,75.0,69.75,967.0,65.0,982.0,IMD,4.75,bay_of_bengal,VSCS,-8.0,-1.469576158976824e-15,20.0,70.0,5.0,75.0,10.0,25.0,-40.0,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-28 15:00:00,12.3,83.9,402,391.0,6.0,260.0,65.0,980.0,4.0,75.0,69.75,967.0,65.0,980.0,IMD,4.75,bay_of_bengal,VSCS,-5.908846518073248,-1.041889066001582,20.0,75.0,10.0,75.0,10.0,,,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-28 18:00:00,12.3,83.8,391,349.0,6.0,260.0,65.0,978.0,4.0,75.0,69.75,967.0,65.0,978.0,IMD,4.75,bay_of_bengal,VSCS,-5.908846518073248,-1.041889066001582,20.0,75.0,10.0,75.0,10.0,,,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-28 21:00:00,12.2,83.3,338,296.0,8.0,260.0,65.0,976.0,4.0,80.0,74.4,963.0,65.0,976.0,IMD,9.400000000000006,bay_of_bengal,VSCS,-7.878462024097664,-1.3891854213354426,10.0,75.0,10.0,75.0,10.0,,,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-29 00:00:00,12.1,82.9,296,256.0,9.0,250.0,70.0,974.0,4.0,85.0,79.05,959.0,70.0,974.0,IMD,9.049999999999995,bay_of_bengal,VSCS,-8.457233587073176,-3.078181289931017,5.0,75.0,5.0,75.0,5.0,,,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-29 03:00:00,11.9,82.5,259,217.0,8.0,260.0,75.0,976.0,4.5,88.0,81.84,958.0,75.0,976.0,IMD,6.840000000000003,bay_of_bengal,VSCS,-7.878462024097664,-1.3891854213354426,10.0,75.0,0.0,55.0,-20.0,,,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-29 06:00:00,12.0,82.1,214,172.0,8.0,270.0,75.0,972.0,4.5,90.0,83.7,956.0,75.0,972.0,IMD,8.700000000000003,bay_of_bengal,VSCS,-8.0,-1.469576158976824e-15,10.0,75.0,0.0,30.0,-45.0,,,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-29 09:00:00,12.0,81.7,172,132.0,7.0,270.0,75.0,972.0,4.5,85.0,79.05,960.0,75.0,972.0,IMD,4.049999999999997,bay_of_bengal,VSCS,-7.0,-1.2858791391047208e-15,10.0,75.0,0.0,28.0,-47.0,,,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-29 12:00:00,12.0,81.3,132,109.0,7.0,270.0,75.0,972.0,4.5,80.0,74.4,963.0,75.0,972.0,IMD,0.5999999999999943,bay_of_bengal,VSCS,-7.0,-1.2858791391047208e-15,5.0,75.0,0.0,25.0,-50.0,,,0.0,0.0,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-29 15:00:00,11.9,81.0,109,79.0,7.0,260.0,75.0,970.0,4.5,78.0,72.54,965.0,75.0,970.0,IMD,2.4599999999999937,bay_of_bengal,VSCS,-6.893654271085456,-1.2155372436685123,0.0,55.0,-20.0,,,,,,,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-29 18:00:00,11.8,80.6,79,48.0,7.0,255.0,75.0,970.0,4.5,75.0,69.75,967.0,75.0,970.0,IMD,5.25,bay_of_bengal,VSCS,-6.761480784023478,-1.8117333157176445,0.0,30.0,-45.0,,,,,,,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-29 21:00:00,11.8,80.3,48,10.0,7.0,260.0,75.0,969.0,4.5,70.0,65.10000000000001,971.0,75.0,969.0,IMD,9.899999999999991,bay_of_bengal,VSCS,-6.893654271085456,-1.2155372436685123,0.0,28.0,-47.0,,,,,,,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-30 00:00:00,11.7,79.9,10,0.0,8.0,255.0,75.0,969.0,4.5,65.0,60.45,974.0,75.0,969.0,IMD,14.549999999999995,bay_of_bengal,VSCS,-7.727406610312546,-2.070552360820165,0.0,25.0,-50.0,,,,,,,maritime_mature,,False
2011360N09088,2011,Thane,BB,TS,2011-12-30 03:00:00,11.6,79.5,0,0.0,8.0,265.0,55.0,986.0,0.0,58.0,53.940000000000005,980.0,55.0,986.0,IMD,1.0599999999999952,land,SCS,-7.969557584733964,-0.697245941981266,-20.0,,,,,,,,,over_land,,False
2011360N09088,2011,Thane,BB,TS,2011-12-30 06:00:00,11.6,79.1,0,0.0,9.0,285.0,30.0,998.0,0.0,50.0,46.5,985.0,30.0,998.0,IMD,16.5,land,DD,-8.693332436601615,2.3293714059226827,-45.0,,,,,,,,,over_land,,False
2011360N09088,2011,Thane,BB,TS,2011-12-30 09:00:00,11.8,78.6,0,0.0,10.0,300.0,28.0,999.0,,45.0,41.85,989.0,28.0,999.0,IMD,13.85,land,DD,-8.660254037844386,5.000000000000001,-47.0,,,,,,,,,over_land,,False
2011360N09088,2011,Thane,BB,TS,2011-12-30 12:00:00,12.2,78.2,0,,11.0,305.0,25.0,1000.0,0.0,40.0,37.2,993.0,25.0,1000.0,IMD,12.200000000000005,land,D,-9.01067248717891,6.3093407998615065,-50.0,,,,,,,,,over_land,,False
2013281N12098,2013,Phailin,BB,DS,2013-10-07 12:00:00,11.8,97.6,98,98.0,13.0,285.0,,,,20.0,18.6,1007.0,18.6,1007.0,JTWC_conv_3min,,bay_of_bengal,D,-12.55703574175789,3.364647586332764,0.0,23.25,4.649999999999999,25.0,6.399999999999999,35.0,16.4,0.0,0.0,sheared,,False
2013281N12098,2013,Phailin,BB,DS,2013-10-07 15:00:00,12.0,97.0,163,163.0,12.0,285.0,,,,23.0,21.39,1006.0,21.39,1006.0,JTWC_conv_3min,,bay_of_bengal,D,-11.59110991546882,3.1058285412302435,0.0,25.0,3.61,25.0,3.61,35.0,13.61,0.0,0.0,sheared,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-07 18:00:00,12.1,96.4,229,229.0,10.0,285.0,,,,25.0,23.25,1004.0,23.25,1004.0,JTWC_conv_3min,,bay_of_bengal,D,-9.659258262890685,2.588190451025203,0.0,25.0,1.75,25.0,1.75,40.0,16.75,0.0,0.0,sheared,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-07 21:00:00,12.2,95.9,284,284.0,8.0,285.0,,,,25.0,23.25,1004.0,23.25,1004.0,JTWC_conv_3min,,bay_of_bengal,D,-7.727406610312547,2.0705523608201624,0.0,25.0,1.75,28.0,4.75,45.0,21.75,0.0,0.0,sheared,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-08 00:00:00,12.3,95.6,307,307.0,5.0,290.0,,,,25.0,23.25,1004.0,23.25,1004.0,JTWC_conv_3min,,bay_of_bengal,D,-4.698463103929542,1.7101007166283448,4.649999999999999,25.0,1.75,30.0,6.75,45.0,21.75,0.0,0.0,sheared,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-08 03:00:00,12.4,95.5,312,312.0,4.0,285.0,25.0,1004.0,1.5,25.0,23.25,1004.0,25.0,1004.0,IMD,1.75,bay_of_bengal,D,-3.8637033051562737,1.0352761804100812,3.61,25.0,0.0,30.0,5.0,55.0,30.0,0.0,0.0,sheared,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-08 06:00:00,12.4,95.2,341,341.0,6.0,270.0,25.0,1004.0,1.5,25.0,23.25,1004.0,25.0,1004.0,IMD,1.75,bay_of_bengal,D,-6.0,-1.102182119232618e-15,1.75,25.0,0.0,30.0,5.0,65.0,40.0,0.0,0.0,sheared,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-08 09:00:00,12.4,94.9,369,369.0,7.0,265.0,25.0,1004.0,,28.0,26.040000000000003,1002.0,25.0,1004.0,IMD,1.0400000000000027,bay_of_bengal,D,-6.973362886642219,-0.6100901992336077,1.75,28.0,3.0,30.0,5.0,70.0,45.0,0.0,0.0,sheared,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-08 12:00:00,12.4,94.5,373,366.0,7.0,280.0,25.0,1003.0,1.5,30.0,27.9,1000.0,25.0,1003.0,IMD,2.900000000000002,bay_of_bengal,D,-6.893654271085457,1.2155372436685097,1.75,30.0,5.0,35.0,10.0,75.0,50.0,0.0,0.0,sheared,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-08 15:00:00,12.5,94.2,368,349.0,6.0,305.0,25.0,1003.0,,30.0,27.9,1000.0,25.0,1003.0,IMD,2.900000000000002,bay_of_bengal,D,-4.914912265733951,3.4414586181062763,0.0,30.0,5.0,35.0,10.0,90.0,65.0,0.0,0.0,sheared,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-08 18:00:00,12.7,94.0,349,331.0,7.0,310.0,25.0,1003.0,1.5,30.0,27.9,1000.0,25.0,1003.0,IMD,2.900000000000002,bay_of_bengal,D,-5.362311101832847,4.499513267805774,0.0,30.0,5.0,40.0,15.0,95.0,70.0,0.0,0.0,sheared,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-08 21:00:00,12.9,93.7,333,317.0,6.0,310.0,28.0,1003.0,,33.0,30.69,998.0,28.0,1003.0,IMD,2.6900000000000013,bay_of_bengal,DD,-4.596266658713869,3.856725658119236,3.0,30.0,2.0,45.0,17.0,100.0,72.0,0.0,0.0,sheared,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-09 00:00:00,13.1,93.5,317,317.0,4.0,300.0,30.0,1002.0,2.0,35.0,32.550000000000004,996.0,30.0,1002.0,IMD,2.5500000000000043,bay_of_bengal,DD,-3.4641016151377544,2.0000000000000004,5.0,35.0,5.0,45.0,15.0,110.0,80.0,0.0,0.0,sheared,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-09 03:00:00,13.2,93.3,314,314.0,5.0,280.0,30.0,1001.0,2.0,38.0,35.34,995.0,30.0,1001.0,IMD,5.340000000000003,bay_of_bengal,DD,-4.924038765061041,0.8682408883346499,5.0,35.0,5.0,55.0,25.0,115.0,85.0,0.0,0.0,sheared,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-09 06:00:00,13.2,92.9,332,322.0,8.0,295.0,30.0,1000.0,2.0,40.0,37.2,993.0,30.0,1000.0,IMD,7.200000000000003,bay_of_bengal,DD,-7.250462296293199,3.380946093925597,5.0,40.0,10.0,65.0,35.0,115.0,85.0,1.0,0.0,sheared,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-09 09:00:00,13.5,92.5,328,320.0,6.0,310.0,30.0,1000.0,2.0,43.0,39.99,991.0,30.0,1000.0,IMD,9.990000000000002,bay_of_bengal,DD,-4.596266658713869,3.856725658119236,2.0,45.0,15.0,70.0,40.0,115.0,85.0,1.0,0.0,sheared,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-09 12:00:00,13.6,92.4,327,326.0,3.0,310.0,35.0,999.0,2.5,45.0,41.85,989.0,35.0,999.0,IMD,6.850000000000001,bay_of_bengal,CS,-2.2981333293569346,1.9283628290596175,5.0,45.0,10.0,75.0,40.0,115.0,80.0,1.0,0.0,maritime_mature,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-09 15:00:00,13.7,92.3,326,325.0,6.0,310.0,35.0,999.0,2.5,50.0,46.5,986.0,35.0,999.0,IMD,11.5,bay_of_bengal,CS,-4.596266658713869,3.856725658119236,5.0,55.0,20.0,90.0,55.0,115.0,80.0,1.0,0.0,maritime_mature,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-09 18:00:00,14.0,91.9,333,333.0,6.0,310.0,40.0,998.0,2.5,55.0,51.150000000000006,982.0,40.0,998.0,IMD,11.150000000000006,bay_of_bengal,CS,-4.596266658713869,3.856725658119236,10.0,65.0,25.0,95.0,55.0,115.0,75.0,1.0,0.0,maritime_mature,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-09 21:00:00,14.1,91.8,334,331.0,7.0,315.0,45.0,996.0,3.0,60.0,55.8,978.0,45.0,996.0,IMD,10.800000000000004,bay_of_bengal,CS,-4.949747468305834,4.949747468305832,15.0,70.0,25.0,100.0,55.0,115.0,70.0,1.0,0.0,maritime_mature,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-10 00:00:00,14.5,91.4,344,344.0,9.0,305.0,45.0,996.0,3.0,65.0,60.45,974.0,45.0,996.0,IMD,15.450000000000005,bay_of_bengal,CS,-7.372368398600926,5.162187927159414,10.0,75.0,30.0,110.0,65.0,115.0,70.0,1.0,0.0,maritime_mature,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-10 03:00:00,14.6,91.0,377,372.0,9.0,305.0,55.0,990.0,3.5,78.0,72.54,965.0,55.0,990.0,IMD,17.540000000000006,bay_of_bengal,SCS,-7.372368398600926,5.162187927159414,20.0,90.0,35.0,115.0,60.0,115.0,60.0,1.0,0.0,maritime_mature,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-10 06:00:00,15.0,90.7,391,391.0,7.0,315.0,65.0,984.0,4.0,90.0,83.7,956.0,65.0,984.0,IMD,18.700000000000003,bay_of_bengal,VSCS,-4.949747468305834,4.949747468305832,25.0,95.0,30.0,115.0,50.0,115.0,50.0,1.0,0.0,maritime_mature,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-10 09:00:00,15.1,90.5,409,406.0,7.0,310.0,70.0,982.0,4.0,100.0,93.0,949.0,70.0,982.0,IMD,23.0,bay_of_bengal,VSCS,-5.362311101832847,4.499513267805774,25.0,100.0,30.0,115.0,45.0,115.0,45.0,1.0,0.0,maritime_mature,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-10 12:00:00,15.4,90.1,442,442.0,7.0,305.0,75.0,976.0,4.5,110.0,102.3,941.0,75.0,976.0,IMD,27.30000000000001,bay_of_bengal,VSCS,-5.734064310022943,4.015035054457322,30.0,110.0,35.0,115.0,40.0,115.0,40.0,1.0,0.0,maritime_mature,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-10 15:00:00,15.5,89.9,463,463.0,6.0,280.0,90.0,966.0,5.0,120.0,111.6,934.0,90.0,966.0,IMD,21.60000000000001,bay_of_bengal,ESCS,-5.908846518073249,1.0418890660015798,35.0,115.0,25.0,115.0,25.0,115.0,25.0,0.0,0.0,maritime_mature,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-10 18:00:00,15.6,89.5,505,505.0,9.0,275.0,95.0,960.0,5.0,130.0,120.9,926.0,95.0,960.0,IMD,25.90000000000001,bay_of_bengal,ESCS,-8.96575228282571,0.784401684728921,30.0,115.0,20.0,115.0,20.0,100.0,5.0,0.0,0.0,maritime_mature,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-10 21:00:00,15.6,89.0,558,524.0,9.0,290.0,100.0,954.0,5.5,133.0,123.69,924.0,100.0,954.0,IMD,23.69000000000001,bay_of_bengal,ESCS,-8.457233587073175,3.078181289931021,30.0,115.0,15.0,115.0,15.0,90.0,-10.0,0.0,0.0,maritime_mature,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-11 00:00:00,15.9,88.6,514,509.0,6.0,305.0,110.0,946.0,5.5,135.0,125.55,922.0,110.0,946.0,IMD,15.550000000000011,bay_of_bengal,ESCS,-4.914912265733951,3.4414586181062763,35.0,115.0,5.0,115.0,5.0,75.0,-35.0,0.0,0.0,maritime_mature,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-11 03:00:00,15.9,88.5,509,480.0,4.0,315.0,115.0,940.0,6.0,135.0,125.55,922.0,115.0,940.0,IMD,10.550000000000011,bay_of_bengal,ESCS,-2.8284271247461907,2.8284271247461894,25.0,115.0,0.0,115.0,0.0,55.0,-60.0,0.0,0.0,maritime_mature,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-11 06:00:00,16.2,88.3,470,436.0,7.0,320.0,115.0,940.0,6.0,135.0,125.55,922.0,115.0,940.0,IMD,10.550000000000011,bay_of_bengal,ESCS,-4.499513267805777,5.362311101832844,20.0,115.0,0.0,115.0,0.0,40.0,-75.0,0.0,0.0,maritime_mature,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-11 09:00:00,16.5,88.0,426,393.0,8.0,315.0,115.0,940.0,6.0,138.0,128.34,920.0,115.0,940.0,IMD,13.340000000000003,bay_of_bengal,ESCS,-5.6568542494923815,5.656854249492379,15.0,115.0,0.0,115.0,0.0,35.0,-80.0,0.0,0.0,maritime_mature,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-11 12:00:00,16.8,87.7,383,363.0,8.0,295.0,115.0,940.0,6.0,140.0,130.20000000000002,918.0,115.0,940.0,IMD,15.200000000000015,bay_of_bengal,ESCS,-7.250462296293199,3.380946093925597,5.0,115.0,0.0,115.0,0.0,35.0,-80.0,0.0,0.0,maritime_mature,,False
2013281N12098,2013,Phailin,BB,TS,2013-10-11 15:00:00,16.8,87.3,363,331.0,7.0,285.0,115.0,940.0,6.0,140.0,130.20000000000002,918.0,115.0,940.0,IMD,15.200000000000015,bay_of_bengal,ESCS,-6.761480784023479,1.811733315717642,0.0,115.0,0.0,115.0,0.0,33.0,-82.0,0.0,0.0,maritime_mature,,False
